id	label	prediction	aggressive_probability	non-aggressive_probability	text
30194		non-aggressive	0.029	0.971	Just sittin in my car wishing I could take off in it
30195		non-aggressive	0.028	0.972	those Bred 13s are so beautiful
30196		non-aggressive	0.063	0.937	Car just cut us off  naturally it has a Purdue sticker
30197		non-aggressive	0.062	0.938	Damnit ChikfilA was delicious
30198		non-aggressive	0.055	0.945	Everybody acted like I got released from jail or something ❤️
30199		non-aggressive	0.055	0.945	used to think the speed of light was how long from when you flipped a light switch to when you saw the light in the bulb
30200		non-aggressive	0.092	0.908	MeekNique thank you💕
30201		non-aggressive	0.049	0.951	Bears just tweeted the news Peanut
30202		non-aggressive	0.168	0.832	Excuse me sir berets should only be worn in the event that you are a Bond villains henchmanor Jean Claude Van Damme in Street Fighter
30203		non-aggressive	0.068	0.932	JLo amazing new video Wowzers
30204		non-aggressive	0.051	0.949	My baby girl Sophie all curled up next to me keeping my feet warm  My Home  httptcogSGqs3QkGp
30205		non-aggressive	0.047	0.953	“ChicagoBears The Bears have agreed to terms on a oneyear contract with Charles Tillman” Fk yeah
30206		non-aggressive	0.044	0.956	Unique Sofa Table  no14023 in Roscoe Village Chicago Illinois via krrbsale httptcoiJPxMyEHmQ
30207		non-aggressive	0.106	0.894	You know you want to rollerblade with me
30208		non-aggressive	0.015	0.985	I havent posted about my running in a long time so I get a pass today PiDay Was going for that… httptcoJvL71uzVWU
30209		non-aggressive	0.02	0.98	today in health when the police officer came in he had a slide of teenagers hes arrested amp they were all kids from central 😂😭
30210		non-aggressive	0.065	0.935	Also Dinah and Camila dinahjane97 camilacabello97
30211		non-aggressive	0.053	0.947	Lobster Bisque amp Filet Sliders amp Garbage Salad at Gibsons
30212		non-aggressive	0.04	0.96	Getting my hair whip back and forth
30213		non-aggressive	0.017	0.983	SO to AdamBurau for sitting with us everyday no matter how many times we tell him to leave httptcoGfjwqLlvDF
30214		non-aggressive	0.024	0.976	I Wanna Say I Love Him So Bad 🙈😍😖😒
30215		non-aggressive	0.028	0.972	Havent been able to tan the past two days What am I doing with my life
30216		non-aggressive	0.029	0.971	madelinemelnyk we only had 20 minutes though
30217		non-aggressive	0.066	0.934	“DictatorHitler ThrowbackThursday selfie NaziLife SelfieKing Nazigram Heil httptcoSGmiYaffSb”BattleAxe91
30218		non-aggressive	0.04	0.96	OduyaUnchained thanks Bears just tweeted the news
30219		non-aggressive	0.341	0.659	MosesBrad17 bitch I might be You cant or naww the master 😏
30220		non-aggressive	0.047	0.953	Farming is really hard I really appreciate your honesty Well then youd love our newsletter valueaddition GFFChi
30221		non-aggressive	0.054	0.946	Im procrastinating on watching Netflix
30222		non-aggressive	0.027	0.973	I only know like 10 kids from Washington but Im here every single day
30223		non-aggressive	0.042	0.958	meisnerrachel Im pooping in the 4h main bathroom
30224		non-aggressive	0.063	0.937	Chicago what up doe
30225		non-aggressive	0.014	0.986	Im at FadoIrishPub amp Restaurant Chicago IL w 5 others httptcoLaoWCEu5iN
30226		non-aggressive	0.017	0.983	Who in Chicago could deny this whole day outside at LincolnParkZoo w 4 others httptcoMM69RngZhy
30227		non-aggressive	0.032	0.968	So much to do  So lil time eyebrows ✔️
30228		non-aggressive	0.034	0.966	I just really want to travel the world
30229		non-aggressive	0.068	0.932	Craving some los before dinner
30230		non-aggressive	0.041	0.959	In the Death Star at Purdue Haha kelseyandpaigesroadtrip chema
30231		non-aggressive	0.044	0.956	Ornate Coffee Table  no14024 in Roscoe Village Chicago Illinois via krrbsale httptcovZxrW8X5jq
30232		non-aggressive	0.043	0.957	Ready for the Adventure！  British Airways First Class Lounge httptcoGVycjFawJO
30233		non-aggressive	0.054	0.946	Happy Pi Day🍰🍰🍰
30234		non-aggressive	0.055	0.945	I may have found the only nice meter guy He stopped writing me a ticket as I walked up because its Friday thankyou sokind
30235		non-aggressive	0.075	0.925	Drisshomemade vomit
30236		non-aggressive	0.044	0.956	Ive had such a hard day with the most simple tasks
30237		non-aggressive	0.031	0.969	To all my friends seeing break science tonight know that Im very jealous but I will also be sending good vibes your way
30238		non-aggressive	0.031	0.969	So glad I know who my real friends are
30239		non-aggressive	0.02	0.98	The match Im looking to see next week on IMPACTWRESTLING is MagnusOfficial vs SamoaJoe for the TNA world heavyweight championship
30240		non-aggressive	0.052	0.948	Gincotthaley MM1ll3R so like Im getting it Pizza is love 💕
30241		non-aggressive	0.132	0.868	they be cheap of filling these chips up 😁 httptcorBarqostr0
30242		non-aggressive	0.056	0.944	countryboy7477 well it keeps our minds active
30243		non-aggressive	0.099	0.901	Easter amp Bunnies dont mix httptcoSjntaJTpdb
30244		non-aggressive	0.146	0.854	F2theranky well theres tons of gay shit I can tweet this is just the beginning you thunder cunt 👆lets pretend Im giving you the finger lol
30245		non-aggressive	0.068	0.932	Pink Lemonade cupcakes😉
30246		non-aggressive	0.044	0.956	its so beautiful out ☀️💛💕⛅️😀
30247		non-aggressive	0.032	0.968	I love jesskeevers
30248		non-aggressive	0.032	0.968	Thanks beanyisdabomb7 for smashing my hand in that damn piano
30249		aggressive	0.568	0.432	CallMeEnana If You Cuffed  Let It Be Known 🔐💯💕 It Aint Real If You Hiding Shit 😒
30250		non-aggressive	0.051	0.949	BigPaulThomas Good Charlotte gtgt All Songs gtgt Shuffle Paul how about all songs
30251		non-aggressive	0.026	0.974	Peanut did what I was hoping by taking the one year deal Bears have better shot next year than Buccs do of making Super Bowl  BearDown
30252		non-aggressive	0.068	0.932	xoxoFlockaa go have a seat fa thinkkn nat
30253		non-aggressive	0.058	0.942	Bitches Be 14  Tatted Up💉💉 Pierced Up💎💎  Washed Up amp Dicked Down🍆🍆  No Curfew 🚫🕑  Where Yall Guardians At
30254		non-aggressive	0.134	0.866	If my jealousy gets us in a fight just know that i care about you more than life itself
30255		non-aggressive	0.055	0.945	achamp25 we are officially addicted
30256		aggressive	0.727	0.273	AnstettMitchell your sister is a bitch Haha I asked what was wrong with you and she like flipped out
30257		non-aggressive	0.022	0.978	Sales Job in Chicago  IL Sales Capital Equipment Account Manager  Sal at FARO Technologies Inc httptcoYh22vzPFEw
30258		non-aggressive	0.081	0.919	That looked like a 2 to me
30259		non-aggressive	0.076	0.924	kids waving to me from the bus
30260		non-aggressive	0.061	0.939	Peanuts back peanutpunch bears
30261		non-aggressive	0.045	0.955	RE The Titanic pic I just retweeted   Everything I know is a lie That is all
30262		non-aggressive	0.071	0.929	KingJames91 youre right
30263		non-aggressive	0.044	0.956	Anything goin tonight Should I even bother asking around for plans or nah
30264		non-aggressive	0.038	0.962	“AwkwardAbby Just witnessed a construction worker waist deep in a pothole fixing it PrayForRockford” the one on Roxbury
30265		non-aggressive	0.043	0.957	Record Cabinet  no14025 in Roscoe Village Chicago Illinois via krrbsale httptcoWy4ggybc3x
30266		non-aggressive	0.063	0.937	Getting work done as usual 💪 SuperCenter httptcobphGLCwvVG
30267		non-aggressive	0.158	0.842	You cant afford me 💀
30268		non-aggressive	0.097	0.903	Parents call it Talking back  but we call it Explaining
30269		non-aggressive	0.053	0.947	wpbc LOL probably
30270		non-aggressive	0.126	0.874	i find it funny how fake some people can be 😂😂
30271		non-aggressive	0.061	0.939	Someone let me and annabella come over
30272		non-aggressive	0.038	0.962	Lets go on an adventure
30273		non-aggressive	0.019	0.981	NickHexum 311 Truly awesome I have it on repeat constantly I LOVE YOU GUYS ❤️❤️❤️
30274		non-aggressive	0.034	0.966	So tiredddd Everyone at work annoys me right now lol
30275		non-aggressive	0.03	0.97	Thanks for today
30276		non-aggressive	0.037	0.963	I am booked this weekend  👏
30277		non-aggressive	0.014	0.986	Dylan is the sweetest little girl ever love when they come to Gather  Gather Chicago httptcoWiuxtQQmWn
30278		non-aggressive	0.055	0.945	Lets talk about this captainaryn madisennnn mcooperider httptcoLVcOHhcJ9O
30279		non-aggressive	0.116	0.884	maryperex12 finished you scholarship award today Keep your eyes on your mailbox 🐝🐝👀
30280		non-aggressive	0.061	0.939	You want to be me so bad Its flattering but geez
30281		non-aggressive	0.04	0.96	AlexKIMO I did forget the ninja
30282		non-aggressive	0.03	0.97	lincolnparkzoo thanks The bird rooms are my favorite Birds are the best The best
30283		non-aggressive	0.078	0.922	imgoingSAM Im bored
30284		non-aggressive	0.032	0.968	Its been a while Definitely hitting the gym today Serenity WorkItOut
30285		non-aggressive	0.02	0.98	Antique Buffet no 14044 in Roscoe Village Chicago Illinois via krrbsale httptcoGelPyRSagv
30286		non-aggressive	0.022	0.978	I love curling my hair😍👸💁
30287		non-aggressive	0.119	0.881	AwkwardAbby oh you know what one Im talking about tho Its horrible
30288		non-aggressive	0.041	0.959	I get disrespectful  when I feel disrespected
30289		non-aggressive	0.031	0.969	New Spring Arrival Stuart Weitzman Crystal Studded Wedge Sneaker in White available in sizes 13 1… httptco1tOO9DUsTN
30290		non-aggressive	0.029	0.971	peanuttillman Congratulations Youre a great player and role model My 8yearold son is ecstatic
30291		non-aggressive	0.076	0.924	My stomach killing me out of nowhere
30292		non-aggressive	0.123	0.877	Summwatt kaayyllasuuee wouldve if I followed you all
30293		non-aggressive	0.075	0.925	me I need a boyfriend  me hahahhahahah fml
30294		non-aggressive	0.027	0.973	Just a beautiful afternoon in Chicago 55° right now Hopefully you all are enjoying this weather… httptcowRoeBMsPRF
30295		non-aggressive	0.098	0.902	Someone include me with plans
30296		non-aggressive	0.022	0.978	Theirs one thing about it I would rather lose on a last sec shot by the num 8 team in the nation rather than giving up an 18 pt lead damn
30297		non-aggressive	0.069	0.931	“Hospitals are increasingly frustrated with contradictory commercial rating systems httptco5QMjDS4Fyo” healthcare
30298		non-aggressive	0.033	0.967	JQ Radio interview with Troy West will air at 5
30299		non-aggressive	0.053	0.947	GB leader is also wearing denim shirt infinity scarf and leggings twinzies 🌚🌚
30300		non-aggressive	0.019	0.981	“kfishbain Now its official Charles Tillman will be back with the Bears in 2014 team announces” Great news
30301		non-aggressive	0.026	0.974	Yo boy Stevo doin my thang at the house of blues chicago In my mind Im doing a duet with lisa fischer  httptcofpYdlpOXt7
30302		non-aggressive	0.085	0.915	Being stressed takes over everything Cant enjoy anything 😢
30303		non-aggressive	0.036	0.964	peanuttillman is back for another year with the bears
30304		non-aggressive	0.042	0.958	Lundology yes I did
30305		non-aggressive	0.04	0.96	At The Nail Shop
30306		non-aggressive	0.194	0.806	No nigga can be bisexual  nigga you just gay
30307		non-aggressive	0.07	0.93	Complicated
30308		non-aggressive	0.045	0.955	I just have a lot of feelings all the time okay
30309		non-aggressive	0.05	0.95	Getting a drink at the top of the Hancock Building touristystuff jackieinez amp ValentinoNS where you at
30310		non-aggressive	0.092	0.908	Hopefully Im awake enough to drive this hour and a half
30311		non-aggressive	0.181	0.819	DaynTheMan you aint never lied 😂😂😂
30312		non-aggressive	0.053	0.947	Michigan sucks Can I just leave
30313		non-aggressive	0.053	0.947	WHY ARE THERE SO MANY DORDT PEOPLE AT CABELAS notok weird
30314		non-aggressive	0.057	0.943	Just wow
30315		non-aggressive	0.039	0.961	i just went on a unfollowing spree
30316		non-aggressive	0.079	0.921	JackAMcColl note to self make jack a fan account
30317		non-aggressive	0.04	0.96	Im about to slam back some shamrock shakes to get me in the mood for whats about to go down tomorrow pattydayinchi
30318		non-aggressive	0.044	0.956	CASCADA IS ON RADIO TurnUp ✌️
30319		non-aggressive	0.02	0.98	Antique Buffet  no 14044 in Roscoe Village Chicago Illinois via krrbsale httptcoGelPyRSagv
30320		non-aggressive	0.025	0.975	ShaunBaluyot Yeezys and dinner on the 95th 🆗
30321		non-aggressive	0.081	0.919	NickVanDeRoer haha ill be back Sunday What you doing for St Patties day
30322		non-aggressive	0.092	0.908	AimeeSed gorrllll thank you 😘
30323		non-aggressive	0.103	0.897	Slut her  then I duck her  then I left it yall for you too cuff her 😂😂😴
30324		non-aggressive	0.059	0.941	Boy Meets World will always be one of my favorite shows
30325		non-aggressive	0.045	0.955	I want some hookah
30326		non-aggressive	0.034	0.966	My first favorited tweet from mitchgrassi Winning Ive gotten scotthoying like twice now so were practically sisters or something
30327		non-aggressive	0.024	0.976	madelinemelnyk yeah but I got a shirt so its all good
30328		non-aggressive	0.07	0.93	Almost done  Ultra Foods httptcojN71BRAIdq
30329		non-aggressive	0.041	0.959	chavislexi seanstilwell14 good times good times
30330		non-aggressive	0.102	0.898	Spring break got me feelin like httptcoBSn8vx6lCh
30331		non-aggressive	0.05	0.95	What am I doing
30332		non-aggressive	0.068	0.932	I must have heard shouldnt have waited to the last day to buy your ticket like we aint all rich here
30333		non-aggressive	0.035	0.965	After today my life will never be the same
30334		non-aggressive	0.089	0.911	Hates a strong word
30335		non-aggressive	0.05	0.95	Hello my beautiful EmilyAllen127 ☺️☺️💜🙋
30336		non-aggressive	0.064	0.936	auhmanduh Im prolly about to get one today 😁😁
30337		non-aggressive	0.039	0.961	“ChicagoBears The Bears have agreed to terms on a oneyear contract with Charles Tillman” Yes
30338		non-aggressive	0.031	0.969	TangInAGlass F2theranky lmaoo I just remembered thats all he would watch when he was in dorm haha
30339		non-aggressive	0.049	0.951	“More than a quarter of app traffic is coming from iPhones and iPads running i0S71 httptcoM3TdHMKk8p httptcoE2bqTA8Vxp”
30340		non-aggressive	0.128	0.872	RapSheet biggpapi13 ChicagoBears you think der Ian DAAAAAA BEARS
30341		non-aggressive	0.089	0.911	Put him on pussy punishment since he wanna act up 😂😏🙅💦
30342		non-aggressive	0.086	0.914	YeaThatsHer Im hungry now damn
30343		non-aggressive	0.055	0.945	Max and Ermas once again with the fam
30344		non-aggressive	0.074	0.926	miltrehberg Wow Thank You Please stay in touch
30345		non-aggressive	0.031	0.969	I ♡ my mom everything  👩😍
30346		non-aggressive	0.038	0.962	I havent tweeted all day
30347		non-aggressive	0.034	0.966	The seagulls are back 😒 one thing I did not miss
30348		non-aggressive	0.087	0.913	redbull pie in the face snapchats are golden hahaha
