id	label	prediction	aggressive_probability	non-aggressive_probability	text
28174		non-aggressive	0.045	0.955	JohnC1908 Thats how I felt this morning TeamNoSleep
28175		non-aggressive	0.45	0.55	I hate when people tell me I dont understand Because I could if you ever let me try
28176		non-aggressive	0.106	0.894	If she texts you text her back Just because she’s yours at the moment doesn’t mean she still will be in the future Treat her right
28177		non-aggressive	0.038	0.962	the car reeks omfg I luv it
28178		aggressive	0.514	0.486	“girlthatsk i will never refer to my girl as my bitch shit disrespectful af thats just me” you right
28179		non-aggressive	0.132	0.868	I dont get boys at all
28180		non-aggressive	0.028	0.972	Going to see my photographer sunday amp then to little village to see my 15 stuff 💕
28181		non-aggressive	0.033	0.967	Late Dinner from Chicago chicken amp waffles 👏🙌😍 httptcoHhoTQWw0cq
28182		non-aggressive	0.025	0.975	Im at AMC River East 21  amctheatres for Shaadi Ke Side Effects w msraedelarge httptcojfu3kpslgQ
28183		non-aggressive	0.038	0.962	“cnnbrk ExNFL star Darren Sharper wanted in connection with 2 alleged rapes turned himself in httptcojYwhmxKAfe” Absolutely batty
28184		non-aggressive	0.122	0.878	I have no numbers so I mean if you wanna text me and tell me who you are thatd be cool
28185		non-aggressive	0.061	0.939	my body hurt nsht
28186		non-aggressive	0.085	0.915	Jackies furby suffered a cruel fate
28187		non-aggressive	0.066	0.934	beccariley Yo do you want to work 410 Sunday and Ill take your 104¿¿
28188		non-aggressive	0.059	0.941	Very funny mom
28189		non-aggressive	0.175	0.825	Kinda miss you kinda dont Still care but you dont
28190		non-aggressive	0.067	0.933	tooori Thats So Bogus
28191		non-aggressive	0.044	0.956	Why are Oscar movies so depressing
28192		non-aggressive	0.032	0.968	Im at ESTATEUltraBar Chicago IL httptco3xi7zlZ8gb
28193		non-aggressive	0.051	0.949	Baby youve become my addiction 💋
28194		non-aggressive	0.086	0.914	be careful try not to lead her on
28195		non-aggressive	0.016	0.984	Its 1025 at night and Ive been lifting off and on since about 730 addiction
28196		non-aggressive	0.069	0.931	If you have me on snapchat go check my story You wont regret it
28197		non-aggressive	0.048	0.952	Theres so much flannel here
28198		non-aggressive	0.065	0.935	BahahaUwish or mr writtenhouses thumb
28199		non-aggressive	0.3	0.7	“emmieeleighh girls are crazy if you dont like it dont have a girlfriend simple”
28200		non-aggressive	0.03	0.97	It wasnt a cake win but nice wine Chicago Bulls Lets take the momentum to the knicks and take that win also
28201		non-aggressive	0.043	0.957	EzDaddy JanssenJayda chicks got nothing on my rat httptcohgiUHFB3gy
28202		non-aggressive	0.02	0.98	magzrapp Decided on not going at first so 😕 a little late now lol but have fun Maggie
28203		non-aggressive	0.059	0.941	Dad Randy Donuts in the driveway Really
28204		non-aggressive	0.049	0.951	Trying REALLY hard to stay positive and not let the cold and everything thats been going on get me down but its rough
28205		non-aggressive	0.334	0.666	RIDADDY theres a shewolf in the closet ass nigga
28206		non-aggressive	0.023	0.977	Its true love I swear 🐶❤️ httptco7blHL63tGU
28207		non-aggressive	0.059	0.941	hillmicaiah watchu waiting on bruh
28208		non-aggressive	0.059	0.941	that dance with my dad brought us closer hopefully
28209		non-aggressive	0.076	0.924	“HyperActivity Son who wants to watch tv with me”
28210		non-aggressive	0.288	0.712	ryanbuell if you are the real Ryan why dont you have a check after your name
28211		non-aggressive	0.054	0.946	kcaceres shoulda made grilled chicken instead Lol but that fish still look fye
28212		non-aggressive	0.055	0.945	But why tho 😳😂
28213		non-aggressive	0.054	0.946	Its official😍
28214		non-aggressive	0.066	0.934	Only man in da mob standing
28215		non-aggressive	0.102	0.898	JadaStarr027 at you texting me to tell me that story
28216		non-aggressive	0.029	0.971	“JColeDC All I want is someone who wont let go” dmt1
28217		non-aggressive	0.067	0.933	If you have the chance go see the movie nonstop
28218		non-aggressive	0.073	0.927	brittfhrs love you ❤️❤️
28219		non-aggressive	0.126	0.874	Im tired Shower then bed
28220		non-aggressive	0.049	0.951	I DID IT I led you through the door of death brookemary  We ended Chicago with a moment of panic in the parking garage stairwell
28221		non-aggressive	0.077	0.923	Yeah I dont think Im getting anything for my birthday 😅😅😒 yay
28222		non-aggressive	0.063	0.937	One thing Ill never break is a pinky promise
28223		non-aggressive	0.156	0.844	DeezysWorldd Fck You Mf
28224		non-aggressive	0.052	0.948	NCISNEEDSCOTE1 Yeah me too I anxious to see her in it
28225		non-aggressive	0.01	0.99	I guess no Guy Fieri at this years Houseware Show 😞 And Buddy Valastro wont be there the day I will be so I wont get to meet him again😞
28226		non-aggressive	0.051	0.949	Its all just a dream
28227		non-aggressive	0.147	0.853	theres a soft spot for you and there really shouldnt be
28228		non-aggressive	0.061	0.939	FolarinFresh “sommerville9 i just couldnt grip the ball to put that mf in”pause that lil bra 😂 Lmfaooo pause
28229		non-aggressive	0.037	0.963	Where my homies at
28230		non-aggressive	0.02	0.98	AndrewsKatie33 oh my god I say this all the time😂😂😂😂😂 its legit so dumb
28231		non-aggressive	0.109	0.891	brelynnmorgan idk😂 what are you thinking
28232		non-aggressive	0.069	0.931	If I get married my dress will be pinkblush this is no lie
28233		non-aggressive	0.122	0.878	When I catch someone who dont like me staring me down I just look at them with the biggest grin on my face till they look away😁💁
28234		non-aggressive	0.073	0.927	Im hungry asf and this bus taking forever
28235		non-aggressive	0.066	0.934	Im asking for it
28236		non-aggressive	0.067	0.933	iamsimone Goodnight 😴💙
28237		non-aggressive	0.081	0.919	Ill get there someday hopefully determined Patience
28238		non-aggressive	0.089	0.911	tohannahjomita These bitches need to leave so we can go home gohometired
28239		non-aggressive	0.057	0.943	“IAdoreWomen Id rather keep my feelings to myself tbh 😒👌💯” 👏👏
28240		non-aggressive	0.047	0.953	Cant wait til my time 💯
28241		non-aggressive	0.084	0.916	talking politics and religion with a group of Norte Dame grads wishmeluck
28242		non-aggressive	0.043	0.957	PaypaPlanesOrNa  Im not talking about right now I was talking about 3 hours or so ago and yes I told you yesterday I was taking you out
28243		non-aggressive	0.064	0.936	ImAlwaysHardman i mean whatre you onn tomorrow
28244		non-aggressive	0.034	0.966	My boy jacklein and I turnin up for LE1F httptcowgm5imbNoR
28245		non-aggressive	0.072	0.928	I washed my face and now I look like a raccoon 🆒
28246		non-aggressive	0.36	0.64	barnette08 fuck you
28247		aggressive	0.579	0.421	These niggas be more in then they bitches be 😂😩
28248		non-aggressive	0.062	0.938	My Stomach Hurt B
28249		non-aggressive	0.096	0.904	TheBlueprint80 hey HayFitz107 and I red boxed after earth if you wanna watch
28250		non-aggressive	0.075	0.925	Btch😒
28251		non-aggressive	0.027	0.973	There are two kinds of people in Chicago on a Friday night those carrying backpacks and those wearing fancy stuff
28252		non-aggressive	0.073	0.927	If you saw my shot at half time you would understand the excitement cashmoney ballislife
28253		non-aggressive	0.036	0.964	I Think Its Bout That Time For A Hair Cut✂️💺💈
28254		non-aggressive	0.016	0.984	Im at Delilahs Chicago IL w 3 others httptcovfmCWgSeEB
28255		non-aggressive	0.032	0.968	“Kenf0e I love myself 😍 httptcovjumqLIVQN” why
28256		non-aggressive	0.179	0.821	xjustinsswagx  DrizzySmiler what the actual fuck
28257		non-aggressive	0.066	0.934	I wouldnt discipline them either At all
28258		non-aggressive	0.044	0.956	KalCB iGot 19 Days Until Im Grown 😂
28259		non-aggressive	0.064	0.936	Im pretty sure Starbucks problems tweets my entire life
28260		non-aggressive	0.067	0.933	GxldenBlunts Goodnight ❤️
28261		non-aggressive	0.037	0.963	“stinsonsays this whole show was on drugs httptcoJfec5q1T2g”
28262		non-aggressive	0.076	0.924	slides in iSpeakEllie mentions Hi 👋😊  slides out mentions
28263		non-aggressive	0.055	0.945	girlietakeover awh not as cute as violet tho
28264		non-aggressive	0.035	0.965	Blood in blood out till the day I DIE
28265		non-aggressive	0.129	0.871	I dont know anyone that could rock this hairstyle like my aunt She may be gone but never will be forgotten httptcoWQzuI5c7mM
28266		non-aggressive	0.047	0.953	Table read Episode 1 228  Film Collective Studios httptcoCPtXWk39d0
28267		non-aggressive	0.075	0.925	BeverlyBigelow exactly Much respect to you for that mindset
28268		non-aggressive	0.062	0.938	Where is dis gum
28269		non-aggressive	0.019	0.981	I never order the right thing when I go to Taco Bell itsfine
28270		non-aggressive	0.333	0.667	I hate you I hate you I hate you I fucking hate you
28271		non-aggressive	0.07	0.93	oookay
28272		non-aggressive	0.027	0.973	I will be on a mission to meet Duff Goldman for the third time tho ☺️
28273		non-aggressive	0.069	0.931	I remember when I used to be conflicted about who would walk me down the aisle HA NOT ANYMORE
28274		non-aggressive	0.048	0.952	canvas gesso starting  5100 North Marine httptco76Qrx6Nj68
28275		non-aggressive	0.047	0.953	A new twist on a piece of meat RT ABC7Chicago Steak n Shake to buy Maxim magazine httptcoDG0Iy4Z505
28276		non-aggressive	0.009	0.991	Im at The HideoutChicago for The Hounds Below Software Giant and Save The Clocktower Chicago IL w 2 others httptcoeQ3VXEEuyu
28277		non-aggressive	0.192	0.808	brelynnmorgan OH YEAH GIRL IM THINKIN WHAT YOU BE THINKIN
28278		non-aggressive	0.032	0.968	Polar Bear Plunge in the Morning Baseball Chili Supper tomorrow night Spending every second of it with Wes
28279		non-aggressive	0.039	0.961	“caseywiles Sliding into the DMs like httptcoaXuvYwmM1t” SO to the little bro Lol
28280		non-aggressive	0.05	0.95	Its the closer Shep670 RT JayZawaski670 MattSpiegel670 and in what part of the Zeppelin set will you guys play Echoes
28281		non-aggressive	0.039	0.961	Never have I seen an ugly girl on a skateboard Never have I seen an attractive girl on a longboard Puppy Corey Jordan truth
28282		non-aggressive	0.051	0.949	Father Greg killed it at welsh fam formal
28283		non-aggressive	0.066	0.934	Lmfaooo Mfs Was On Hush Mode During The Game  Smh  Weak Asl
28284		non-aggressive	0.113	0.887	magcon11 holy fuck thats beautiful Hannah Where did that Come from
28285		non-aggressive	0.024	0.976	Summer come sooner I need the sun and friends and no stress and fun and pleaseeee no homework thank you okay Im done
28286		non-aggressive	0.062	0.938	Chillin Literally httptcomz4fLodd4G
28287		non-aggressive	0.073	0.927	yeah im boutta go to bed
28288		non-aggressive	0.159	0.841	Ive got so many trust issues and theyre definitely fucking with me tonight
28289		non-aggressive	0.129	0.871	Jaydubbb You Know Somebody Or You Talking About You Can Do It
28290		non-aggressive	0.214	0.786	Yeah so fuck ur feelings httptcoOUTOD9bxWA
28291		non-aggressive	0.033	0.967	Ya thats what i had 2 watch lol
28292		non-aggressive	0.215	0.785	Actions speak louder than words I always got a nigga texting me calling me bae saying he miss me or whatever Idgaf tho Do something
28293		non-aggressive	0.068	0.932	RudeGrlNiKKi My Food Will Be FREE Boa 😩😝💯
28294		non-aggressive	0.042	0.958	My nails are too cute 🙈🙈🙈LifeisBeautiful httptcob3QfUOBTCR
28295		non-aggressive	0.071	0.929	Not really Have no clue what shes talkin bout 😂😂😂
28296		non-aggressive	0.042	0.958	Kids today need to learn respect thats for sure
28297		non-aggressive	0.116	0.884	Gay bars hate women latenightlaura
28298		non-aggressive	0.039	0.961	I just want that right girl
28299		non-aggressive	0.052	0.948	No pun intended guy was a tank
28300		non-aggressive	0.013	0.987	Around this time at night in a few months Ill most likely be outside by a bonfire with a bunch of friends I cannot wait for this summer
28301		non-aggressive	0.076	0.924	Hey Mariah wake up youre boring
28302		non-aggressive	0.045	0.955	Before I go to bed I have pop and salsa and popcornMickey lmaoo
28303		non-aggressive	0.027	0.973	allensb101 I love that movie Scotty
28304		non-aggressive	0.057	0.943	Gets so old
28305		non-aggressive	0.067	0.933	trevvvfraz Its not a big deal
28306		non-aggressive	0.094	0.906	I have no idea why I dont weigh a million lbs
28307		non-aggressive	0.02	0.98	Dinner happened Lets go paint the city red and be around good vibes and tons of shots drunksauce 29 bdayweekend kushgames inferno
28308		non-aggressive	0.034	0.966	I love playin pool httptcovym4qbKEDs
28309		non-aggressive	0.07	0.93	susdadsus Carmelized Runnion allyrunnion
28310		non-aggressive	0.101	0.899	I hate when all a person does is brag about things no one actually cares about
28311		non-aggressive	0.054	0.946	ITS OFFICIAL GUYZ Masonwalker7 😍😍😍😍😍😍😍
28312		non-aggressive	0.065	0.935	Gave him My Heart ❤️ amp He Tore it apart 💔😒😞😠
28313		non-aggressive	0.063	0.937	loudpvck  Concord Music Hall httptco6Sah4A0igD
28314		non-aggressive	0.086	0.914	Someone come b butthurt with me
28315		non-aggressive	0.059	0.941	My cat snoresuhm what 😂
28316		non-aggressive	0.15	0.85	“Kenf0e ibelittlethots girl ” Im sooo serious People say they love themselves but dont know why Whats your favorite qualities
28317		non-aggressive	0.06	0.94	Og trynna do it to em 😍 httptcoRHe00M5Vtm
28318		non-aggressive	0.13	0.87	ZodiacAreUs Work hard Play hard Love hard Fuck harder
28319		non-aggressive	0.036	0.964	I miss both my boys
28320		non-aggressive	0.031	0.969	brelynnmorgan oh wait I actually think I might know what we are thinking😁
28321		non-aggressive	0.127	0.873	PlNKYPROMISES Every girl deserves a guy who can make her smile even when she doesnt want to
28322		non-aggressive	0.046	0.954	Im so done with everything right now stressed annoyed
28323		non-aggressive	0.109	0.891	I am fucking happy right now and I cant remember the last time I said that
28324		non-aggressive	0.071	0.929	jcjacque401 what song what
28325		non-aggressive	0.083	0.917	KalCB Excuse Me Lol You Right iGotta Lot Of Catching Up To Do
28326		non-aggressive	0.02	0.98	Im at CTA  35thArcher Chicago IL httptcoT3iZo0sRT0
28327		non-aggressive	0.033	0.967	I Was MADD Asl When Took This😡😡 Mean Mug💯😈 httptcoM6GzpXUfhp
28328		non-aggressive	0.296	0.704	Eternal happiness maybe greater than present happiness but fuck it doin whatever makes me happy momentarily
28329		non-aggressive	0.052	0.948	cadygroves onlymolly cady groves must of never worked retail
28330		non-aggressive	0.032	0.968	ItMustBeSweet I was thinking about filling it with useful knowledge but idk we will see lmao
